,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,churn_month,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,payment_type_id,monthly_charges,total_charges,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
4020,3736-BLEPA,Male,0,No,No,28,Yes,No,2,No,Yes,No,Yes,Yes,No,2,Yes,3,91.25,2483.65,No,,2,Yes,Male,0,No,No,3,91.25,2483.65,2019-09-21 18:07:34,Yes,No,2,No,Yes,No,Yes,Yes,No
4021,3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4,25.9,1216.6,No,,2,Yes,Female,0,Yes,Yes,4,25.9,1216.6,2018-04-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4022,4039-PIMHX,Male,1,Yes,No,49,Yes,No,1,No,Yes,No,No,No,No,3,No,2,49.8,2398.4,No,,3,No,Male,1,Yes,No,2,49.8,2398.4,2017-12-21 18:07:34,Yes,No,1,No,Yes,No,No,No,No
4023,4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,2,Yes,Yes,No,No,No,Yes,1,Yes,1,93.25,5774.55,No,,1,Yes,Male,1,Yes,Yes,1,93.25,5774.55,2017-01-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,No,Yes
4024,4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,1,No,Yes,Yes,Yes,No,No,1,No,3,61.8,750.1,No,,1,No,Male,0,Yes,Yes,3,61.8,750.1,2020-12-21 18:07:34,Yes,No,1,No,Yes,Yes,Yes,No,No
4025,4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,1,No,No,No,No,No,No,1,No,2,50.15,1655.35,No,,1,No,Female,0,No,Yes,2,50.15,1655.35,2019-02-21 18:07:34,Yes,Yes,1,No,No,No,No,No,No
4026,4730-AWNAU,Male,0,Yes,Yes,36,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes,2,No,4,60.7,2234.55,No,,2,No,Male,0,Yes,Yes,4,60.7,2234.55,2019-01-21 18:07:34,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes
4027,4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3,83.3,6042.7,No,,3,Yes,Female,0,Yes,Yes,3,83.3,6042.7,2016-01-21 18:07:34,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes
4028,4976-LNFVV,Male,1,Yes,No,19,No,No phone service,1,No,Yes,Yes,No,No,No,1,Yes,4,34.3,577.15,No,,1,Yes,Male,1,Yes,No,4,34.3,577.15,2020-06-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,No,No
4029,5135-GRQJV,Male,1,Yes,No,72,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,2,114.5,8331.95,No,,3,Yes,Male,1,Yes,No,2,114.5,8331.95,2016-01-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
4030,5186-SAMNZ,Male,1,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,3,69.5,69.5,Yes,2022-01-31,1,Yes,Male,1,No,No,3,69.5,69.5,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
4031,5201-FRKKS,Male,0,No,No,25,Yes,No,2,Yes,No,No,No,No,No,1,No,3,74.3,1952.25,No,,1,No,Male,0,No,No,3,74.3,1952.25,2019-12-21 18:07:34,Yes,No,2,Yes,No,No,No,No,No
4032,5339-PXDVH,Male,0,No,No,4,Yes,Yes,2,Yes,No,No,No,Yes,No,1,No,1,90.65,367.95,No,,1,No,Male,0,No,No,1,90.65,367.95,2021-09-21 18:07:34,Yes,Yes,2,Yes,No,No,No,Yes,No
4033,5828-DWPIL,Male,1,Yes,No,62,Yes,Yes,2,Yes,Yes,Yes,No,No,No,1,Yes,1,89.1,5618.3,No,,1,Yes,Male,1,Yes,No,1,89.1,5618.3,2016-11-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,No,No
4034,6486-LHTMA,Female,1,Yes,No,31,Yes,Yes,2,No,No,Yes,No,Yes,No,2,Yes,1,90.7,2835.5,No,,2,Yes,Female,1,Yes,No,1,90.7,2835.5,2019-06-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,No
4035,6599-GZWCM,Female,0,No,No,13,Yes,No,2,No,Yes,No,No,No,No,2,Yes,2,74.65,966.25,No,,2,Yes,Female,0,No,No,2,74.65,966.25,2020-12-21 18:07:34,Yes,No,2,No,Yes,No,No,No,No
4036,6982-UQZLY,Female,1,Yes,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.85,20.85,Yes,2022-01-31,1,Yes,Female,1,Yes,No,2,20.85,20.85,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4037,6996-KNSML,Female,0,No,No,1,Yes,No,2,No,No,Yes,No,No,No,1,Yes,1,74.9,74.9,Yes,2022-01-31,1,Yes,Female,0,No,No,1,74.9,74.9,2021-12-21 18:07:34,Yes,No,2,No,No,Yes,No,No,No
4038,7203-OYKCT,Male,0,No,No,72,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,1,104.95,7544.3,No,,2,Yes,Male,0,No,No,1,104.95,7544.3,2016-01-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
4039,7209-JCUDS,Male,0,No,No,10,Yes,No,2,No,No,Yes,No,Yes,Yes,1,Yes,1,94.9,1048.85,Yes,2022-01-31,1,Yes,Male,0,No,No,1,94.9,1048.85,2021-03-21 18:07:34,Yes,No,2,No,No,Yes,No,Yes,Yes
4040,7285-KLOTR,Female,0,Yes,No,12,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,2,No,1,78.85,876.75,No,,2,No,Female,0,Yes,No,1,78.85,876.75,2021-01-21 18:07:34,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes
4041,7321-ZNSLA,Male,0,Yes,Yes,13,No,No phone service,1,Yes,Yes,No,Yes,No,No,3,No,2,40.55,590.35,No,,3,No,Male,0,Yes,Yes,2,40.55,590.35,2020-12-21 18:07:34,No,No phone service,1,Yes,Yes,No,Yes,No,No
4042,7384-GHBPI,Male,0,Yes,No,3,No,No phone service,1,No,No,No,No,No,Yes,1,Yes,1,35.15,99.75,Yes,2022-01-31,1,Yes,Male,0,Yes,No,1,35.15,99.75,2021-10-21 18:07:34,No,No phone service,1,No,No,No,No,No,Yes
4043,7492-TAFJD,Male,0,Yes,Yes,7,No,No phone service,1,Yes,Yes,Yes,No,No,No,3,No,2,38.55,280,No,,3,No,Male,0,Yes,Yes,2,38.55,280,2021-06-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,No,No,No
4044,7690-KPNCU,Male,0,Yes,Yes,64,Yes,No,1,Yes,No,Yes,No,Yes,Yes,2,Yes,4,73.05,4688.65,No,,2,Yes,Male,0,Yes,Yes,4,73.05,4688.65,2016-09-21 18:07:34,Yes,No,1,Yes,No,Yes,No,Yes,Yes
4045,7801-KICAO,Female,0,No,No,18,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,74.15,1345.75,No,,1,Yes,Female,0,No,No,1,74.15,1345.75,2020-07-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
4046,8208-EUMTE,Male,0,No,No,16,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,No,3,No,2,54.85,916.15,No,,3,No,Male,0,No,No,2,54.85,916.15,2020-09-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,No
4047,8399-YNDCH,Male,1,No,No,21,Yes,No,1,No,No,Yes,No,Yes,No,1,Yes,3,60.05,1236.15,Yes,2022-01-31,1,Yes,Male,1,No,No,3,60.05,1236.15,2020-04-21 18:07:34,Yes,No,1,No,No,Yes,No,Yes,No
4048,8496-EJAUI,Male,0,No,No,19,Yes,No,2,No,Yes,No,No,No,No,1,Yes,4,73.85,1424.5,Yes,2022-01-31,1,Yes,Male,0,No,No,4,73.85,1424.5,2020-06-21 18:07:34,Yes,No,2,No,Yes,No,No,No,No
4049,9170-CCKOU,Male,0,Yes,No,17,Yes,Yes,2,Yes,Yes,Yes,No,No,No,1,No,4,90.2,1454.15,Yes,2022-01-31,1,No,Male,0,Yes,No,4,90.2,1454.15,2020-08-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,No,No
4050,9253-QXKBE,Male,1,Yes,No,29,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,1,94.45,2653.65,Yes,2022-01-31,1,Yes,Male,1,Yes,No,1,94.45,2653.65,2019-08-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
4051,9788-HNGUT,Male,0,Yes,No,72,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,116.95,8594.4,No,,3,Yes,Male,0,Yes,No,4,116.95,8594.4,2016-01-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
4052,9906-NHHVC,Female,1,No,No,65,No,No phone service,1,No,Yes,Yes,No,Yes,Yes,3,Yes,3,53.5,3517.9,No,,3,Yes,Female,1,No,No,3,53.5,3517.9,2016-08-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,Yes,Yes
4053,9968-FFVVH,Male,0,No,No,63,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,2,No,3,68.8,4111.35,No,,2,No,Male,0,No,No,3,68.8,4111.35,2016-10-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No
4054,1172-VIYBP,Male,0,Yes,Yes,53,Yes,Yes,1,Yes,Yes,No,No,No,Yes,3,No,3,69.7,3686.05,No,,3,No,Male,0,Yes,Yes,3,69.7,3686.05,2017-08-21 18:07:34,Yes,Yes,1,Yes,Yes,No,No,No,Yes
4055,1240-KNSEZ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.1,20.1,Yes,2022-01-31,1,Yes,Male,0,No,No,2,20.1,20.1,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4056,1262-OPMFY,Female,0,Yes,No,9,Yes,No,2,No,No,Yes,No,No,No,1,Yes,3,75.75,655.9,Yes,2022-01-31,1,Yes,Female,0,Yes,No,3,75.75,655.9,2021-04-21 18:07:34,Yes,No,2,No,No,Yes,No,No,No
4057,1853-UDXBW,Male,0,Yes,Yes,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,70.0,70,Yes,2022-01-31,1,Yes,Male,0,Yes,Yes,1,70.0,70,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
4058,1965-DDBWU,Male,0,No,No,16,Yes,Yes,2,No,No,No,Yes,No,Yes,1,Yes,4,89.05,1448.6,Yes,2022-01-31,1,Yes,Male,0,No,No,4,89.05,1448.6,2020-09-21 18:07:34,Yes,Yes,2,No,No,No,Yes,No,Yes
4059,2097-YVPKN,Male,0,No,No,65,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,2,25.75,1654.75,No,,3,No,Male,0,No,No,2,25.75,1654.75,2016-08-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4060,2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,1,Yes,No,Yes,No,Yes,Yes,3,No,3,75.2,3254.35,No,,3,No,Female,0,Yes,Yes,3,75.2,3254.35,2018-06-21 18:07:34,Yes,No,1,Yes,No,Yes,No,Yes,Yes
4061,2609-IAICY,Female,0,No,No,1,Yes,Yes,2,No,No,No,No,No,No,1,Yes,1,77.15,77.15,Yes,2022-01-31,1,Yes,Female,0,No,No,1,77.15,77.15,2021-12-21 18:07:34,Yes,Yes,2,No,No,No,No,No,No
4062,2634-HCZGT,Male,1,Yes,No,53,Yes,Yes,1,Yes,No,No,Yes,No,No,2,Yes,1,60.05,3229.65,Yes,2022-01-31,2,Yes,Male,1,Yes,No,1,60.05,3229.65,2017-08-21 18:07:34,Yes,Yes,1,Yes,No,No,Yes,No,No
4063,2636-ALXXZ,Female,1,No,No,1,Yes,No,2,No,No,No,No,No,No,1,Yes,1,69.6,69.6,Yes,2022-01-31,1,Yes,Female,1,No,No,1,69.6,69.6,2021-12-21 18:07:34,Yes,No,2,No,No,No,No,No,No
4064,2665-NPTGL,Female,1,Yes,No,26,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,3,98.1,2510.7,No,,1,Yes,Female,1,Yes,No,3,98.1,2510.7,2019-11-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
4065,3050-GBUSH,Female,0,No,No,3,No,No phone service,1,No,No,No,No,Yes,No,1,Yes,4,34.8,113.95,No,,1,Yes,Female,0,No,No,4,34.8,113.95,2021-10-21 18:07:34,No,No phone service,1,No,No,No,No,Yes,No
4066,3552-CTCYF,Male,0,Yes,Yes,63,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,3,Yes,3,104.8,6597.25,No,,3,Yes,Male,0,Yes,Yes,3,104.8,6597.25,2016-10-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
4067,3934-HXCFZ,Male,0,Yes,No,23,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,1,Yes,1,99.25,2186.4,Yes,2022-01-31,1,Yes,Male,0,Yes,No,1,99.25,2186.4,2020-02-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No
4068,4012-YCFAI,Male,0,Yes,No,60,Yes,No,1,Yes,Yes,No,Yes,No,No,3,Yes,2,61.35,3766.2,No,,3,Yes,Male,0,Yes,No,2,61.35,3766.2,2017-01-21 18:07:34,Yes,No,1,Yes,Yes,No,Yes,No,No
4069,4086-YQSNZ,Female,1,Yes,No,3,Yes,No,2,No,No,No,No,Yes,No,1,Yes,1,80.4,224.05,Yes,2022-01-31,1,Yes,Female,1,Yes,No,1,80.4,224.05,2021-10-21 18:07:34,Yes,No,2,No,No,No,No,Yes,No
4070,4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,1,No,No,Yes,Yes,No,No,1,No,4,55.2,528.35,Yes,2022-01-31,1,No,Female,0,Yes,Yes,4,55.2,528.35,2021-03-21 18:07:34,Yes,No,1,No,No,Yes,Yes,No,No
4071,4441-NIHPT,Female,1,No,No,13,Yes,No,2,No,No,Yes,No,No,No,1,Yes,1,74.3,940.35,Yes,2022-01-31,1,Yes,Female,1,No,No,1,74.3,940.35,2020-12-21 18:07:34,Yes,No,2,No,No,Yes,No,No,No
4072,4550-VBOFE,Male,1,Yes,No,70,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,1,102.95,7101.5,Yes,2022-01-31,1,Yes,Male,1,Yes,No,1,102.95,7101.5,2016-03-21 18:07:34,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
4073,5067-DGXLL,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.25,36.8,No,,1,No,Male,0,No,No,2,20.25,36.8,2021-11-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4074,5138-WVKYJ,Male,0,No,No,10,Yes,Yes,2,Yes,No,No,No,Yes,Yes,1,No,1,98.55,1008.55,Yes,2022-01-31,1,No,Male,0,No,No,1,98.55,1008.55,2021-03-21 18:07:34,Yes,Yes,2,Yes,No,No,No,Yes,Yes
4075,5175-AOBHI,Female,0,No,No,4,Yes,No,1,No,No,No,No,No,No,1,Yes,2,46.0,193.6,Yes,2022-01-31,1,Yes,Female,0,No,No,2,46.0,193.6,2021-09-21 18:07:34,Yes,No,1,No,No,No,No,No,No
4076,5201-CBWYG,Male,0,Yes,Yes,62,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,24.8,1476.25,No,,2,No,Male,0,Yes,Yes,3,24.8,1476.25,2016-11-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4077,5338-YHWYT,Male,0,No,Yes,37,Yes,No,1,Yes,Yes,No,Yes,No,No,3,No,4,61.45,2302.35,No,,3,No,Male,0,No,Yes,4,61.45,2302.35,2018-12-21 18:07:34,Yes,No,1,Yes,Yes,No,Yes,No,No
4078,5849-ASHZJ,Male,0,No,Yes,27,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,20.05,552.9,No,,2,No,Male,0,No,Yes,4,20.05,552.9,2019-10-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4079,6008-NAIXK,Male,1,No,No,54,No,No phone service,1,No,Yes,Yes,No,Yes,Yes,2,Yes,1,55.45,2966.95,No,,2,Yes,Male,1,No,No,1,55.45,2966.95,2017-07-21 18:07:34,No,No phone service,1,No,Yes,Yes,No,Yes,Yes
4080,6300-BWMJX,Female,0,Yes,No,59,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,No,1,93.35,5386.5,No,,1,No,Female,0,Yes,No,1,93.35,5386.5,2017-02-21 18:07:34,Yes,Yes,2,No,No,Yes,Yes,Yes,No
4081,6615-NGGZJ,Male,0,No,No,14,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,100.55,1415.55,Yes,2022-01-31,1,Yes,Male,0,No,No,1,100.55,1415.55,2020-11-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,Yes
4082,6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,1,100.8,3437.5,No,,1,Yes,Male,1,Yes,No,1,100.8,3437.5,2019-02-21 18:07:34,Yes,Yes,2,No,No,Yes,No,Yes,Yes
4083,6907-CQGPN,Male,0,No,No,29,No,No phone service,1,No,Yes,No,Yes,No,No,1,No,1,34.3,1004.75,No,,1,No,Male,0,No,No,1,34.3,1004.75,2019-08-21 18:07:34,No,No phone service,1,No,Yes,No,Yes,No,No
4084,7056-IMHCC,Male,1,Yes,No,53,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,1,101.9,5549.4,Yes,2022-01-31,1,Yes,Male,1,Yes,No,1,101.9,5549.4,2017-08-21 18:07:34,Yes,Yes,2,No,Yes,No,No,Yes,Yes
4085,7251-LJBQN,Female,1,No,No,40,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,Yes,4,103.75,4188.4,No,,2,Yes,Female,1,No,No,4,103.75,4188.4,2018-09-21 18:07:34,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes
4086,7379-FNIUJ,Male,0,No,No,2,Yes,No,2,Yes,Yes,No,No,Yes,Yes,1,No,1,100.2,198.5,No,,1,No,Male,0,No,No,1,100.2,198.5,2021-11-21 18:07:34,Yes,No,2,Yes,Yes,No,No,Yes,Yes
4087,7396-VJUZB,Male,0,Yes,Yes,4,Yes,No,1,No,No,No,No,No,No,1,No,2,45.25,155.35,No,,1,No,Male,0,Yes,Yes,2,45.25,155.35,2021-09-21 18:07:34,Yes,No,1,No,No,No,No,No,No
4088,7563-BIUPC,Male,0,No,No,5,Yes,No,2,No,No,No,No,Yes,No,1,Yes,1,80.6,415.55,Yes,2022-01-31,1,Yes,Male,0,No,No,1,80.6,415.55,2021-08-21 18:07:34,Yes,No,2,No,No,No,No,Yes,No
4089,7994-XIRTR,Male,1,No,No,54,Yes,No,1,No,No,Yes,Yes,No,Yes,2,No,3,65.25,3529.95,No,,2,No,Male,1,No,No,3,65.25,3529.95,2017-07-21 18:07:34,Yes,No,1,No,No,Yes,Yes,No,Yes
4090,8069-YQQAJ,Male,0,No,No,14,No,No phone service,1,No,Yes,No,No,No,No,1,Yes,2,31.1,419.7,No,,1,Yes,Male,0,No,No,2,31.1,419.7,2020-11-21 18:07:34,No,No phone service,1,No,Yes,No,No,No,No
4091,8309-PPCED,Female,0,Yes,No,72,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,3,Yes,3,110.45,7982.5,No,,3,Yes,Female,0,Yes,No,3,110.45,7982.5,2016-01-21 18:07:34,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes
4092,8929-KSWIH,Male,0,No,No,25,Yes,No,2,No,No,Yes,Yes,Yes,Yes,3,No,3,99.3,2513.5,No,,3,No,Male,0,No,No,3,99.3,2513.5,2019-12-21 18:07:34,Yes,No,2,No,No,Yes,Yes,Yes,Yes
4093,9170-GYZJC,Female,0,Yes,Yes,41,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,1,No,4,79.9,3326.2,Yes,2022-01-31,1,No,Female,0,Yes,Yes,4,79.9,3326.2,2018-08-21 18:07:34,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes
4094,9419-IPPBE,Female,0,Yes,Yes,51,Yes,Yes,2,No,No,Yes,No,No,Yes,2,Yes,1,90.15,4554.85,No,,2,Yes,Female,0,Yes,Yes,1,90.15,4554.85,2017-10-21 18:07:34,Yes,Yes,2,No,No,Yes,No,No,Yes
4095,9619-GSATL,Female,0,No,No,43,Yes,No,1,No,Yes,No,Yes,No,No,2,No,1,55.45,2444.25,No,,2,No,Female,0,No,No,1,55.45,2444.25,2018-06-21 18:07:34,Yes,No,1,No,Yes,No,Yes,No,No
4096,9805-FILKB,Male,0,Yes,Yes,46,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,20.2,845.6,No,,2,Yes,Male,0,Yes,Yes,3,20.2,845.6,2018-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4097,9828-QHFBK,Male,0,No,No,24,Yes,No,1,Yes,No,No,No,No,No,1,Yes,1,51.15,1275.7,No,,1,Yes,Male,0,No,No,1,51.15,1275.7,2020-01-21 18:07:34,Yes,No,1,Yes,No,No,No,No,No
4098,1150-FTQGN,Female,0,Yes,Yes,60,Yes,Yes,2,Yes,Yes,No,No,Yes,No,2,No,3,94.15,5811.8,No,,2,No,Female,0,Yes,Yes,3,94.15,5811.8,2017-01-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,Yes,No
4099,1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,2,No,Yes,No,Yes,No,No,3,Yes,1,84.8,6152.4,No,,3,Yes,Male,0,Yes,Yes,1,84.8,6152.4,2016-02-21 18:07:34,Yes,Yes,2,No,Yes,No,Yes,No,No
4100,1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.05,454.05,No,,1,No,Female,0,Yes,Yes,3,19.05,454.05,2020-03-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4101,1622-HSHSF,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.55,19.55,No,,1,Yes,Female,0,No,No,2,19.55,19.55,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4102,1926-QUZNN,Female,0,Yes,No,72,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3,25.25,1841.2,No,,3,Yes,Female,0,Yes,No,3,25.25,1841.2,2016-01-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4103,2002-MZHWP,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.5,20.5,Yes,2022-01-31,1,No,Female,0,No,No,2,20.5,20.5,2021-12-21 18:07:34,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4104,2045-BMBTJ,Female,1,No,No,33,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes,1,Yes,3,59.45,1884.65,No,,1,Yes,Female,1,No,No,3,59.45,1884.65,2019-04-21 18:07:34,No,No phone service,1,Yes,Yes,Yes,No,Yes,Yes
4105,2223-GDSHL,Male,0,Yes,Yes,71,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,116.05,8297.5,No,,3,Yes,Male,0,Yes,Yes,3,116.05,8297.5,2016-02-21 18:07:34,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes
4106,2522-WLNSF,Female,1,Yes,No,34,Yes,No,1,No,No,Yes,Yes,Yes,No,2,No,3,64.2,2106.3,No,,2,No,Female,1,Yes,No,3,64.2,2106.3,2019-03-21 18:07:34,Yes,No,1,No,No,Yes,Yes,Yes,No
4107,2530-ENDWQ,Female,0,Yes,No,71,Yes,Yes,2,No,No,No,No,Yes,Yes,3,Yes,3,93.7,6585.35,Yes,2022-01-31,3,Yes,Female,0,Yes,No,3,93.7,6585.35,2016-02-21 18:07:34,Yes,Yes,2,No,No,No,No,Yes,Yes
4108,2565-JSLRY,Male,0,No,No,1,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,24.05,24.05,Yes,2022-01-31,1,Yes,Male,0,No,No,2,24.05,24.05,2021-12-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4109,2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,3,Yes,3,75.75,5388.15,No,,3,Yes,Male,0,Yes,Yes,3,75.75,5388.15,2016-04-21 18:07:34,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No
4110,3325-FUYCG,Male,0,Yes,Yes,28,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,2,No,1,106.1,2847.4,Yes,2022-01-31,2,No,Male,0,Yes,Yes,1,106.1,2847.4,2019-09-21 18:07:34,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes
4111,3487-EARAT,Female,0,Yes,Yes,70,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,2,No,4,74.1,5222.3,No,,2,No,Female,0,Yes,Yes,4,74.1,5222.3,2016-03-21 18:07:34,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes
4112,3488-PGMQJ,Male,1,No,No,8,Yes,No,2,No,Yes,No,No,No,No,1,Yes,1,74.5,606.55,Yes,2022-01-31,1,Yes,Male,1,No,No,1,74.5,606.55,2021-05-21 18:07:34,Yes,No,2,No,Yes,No,No,No,No
4113,3967-VQOGC,Female,0,Yes,Yes,67,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,2,24.9,1680.25,No,,3,Yes,Female,0,Yes,Yes,2,24.9,1680.25,2016-06-21 18:07:34,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4114,4174-LPGTI,Female,0,Yes,Yes,41,Yes,No,1,No,Yes,No,Yes,No,Yes,2,Yes,3,66.5,2728.6,Yes,2022-01-31,2,Yes,Female,0,Yes,Yes,3,66.5,2728.6,2018-08-21 18:07:34,Yes,No,1,No,Yes,No,Yes,No,Yes
4115,4226-KKDON,Male,0,No,No,8,Yes,No,1,No,Yes,No,Yes,Yes,No,1,Yes,1,66.65,520.95,No,,1,Yes,Male,0,No,No,1,66.65,520.95,2021-05-21 18:07:34,Yes,No,1,No,Yes,No,Yes,Yes,No
